T2M,WS10M,RH2M,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,rain_label
3.64,4.31,74.5,92.86,277.7,7.7,0
0.89,3.49,75.56,93.98,256.74,10.02,0
3.9,4.9,77.81,93.09,256.93,10.1,0
5.15,3.6,73.5,92.06,281.48,7.0,0
-2.57,7.65,60.31,92.86,228.55,10.23,0
-2.78,3.77,72.75,93.72,249.53,5.73,0
1.01,4.49,72.81,93.4,257.31,9.99,0
1.66,3.14,74.81,92.97,265.23,6.54,0
3.15,3.82,76.25,92.56,267.45,7.67,0
-2.01,3.81,85.12,92.67,285.41,3.37,0
-2.91,1.94,80.81,92.77,279.34,3.02,0
-2.6,3.19,76.81,93.52,248.02,6.03,0
-1.49,4.92,54.94,93.87,224.72,9.71,0
1.44,4.38,53.75,93.47,234.02,10.15,0
0.3,4.44,59.38,92.98,240.17,8.67,0
1.63,3.61,62.62,93.59,231.62,9.99,0
3.3,4.37,58.19,93.63,243.47,10.01,0
3.65,4.28,60.06,93.17,253.06,9.3,0
4.44,1.91,61.69,92.71,272.71,7.16,0
3.43,2.58,67.88,92.11,284.29,5.74,0
2.27,2.3,83.12,91.98,278.37,9.66,0
-0.27,2.92,86.25,93.21,262.01,8.9,0
0.46,3.45,87.44,93.12,279.26,5.35,1
1.07,3.38,95.31,91.93,309.22,2.31,1
-2.19,10.61,79.25,92.08,262.84,2.09,0
-2.85,9.55,65.62,92.96,213.21,10.24,0
-2.51,4.8,60.31,92.95,220.04,10.26,0
1.17,3.38,66.88,91.52,257.8,8.42,0
0.38,4.03,85.44,91.94,251.13,9.03,0
0.41,4.57,71.56,93.11,252.74,8.66,0
2.74,4.76,64.25,93.32,254.39,9.0,0
2.73,5.49,59.38,93.76,243.94,9.97,0
0.71,4.87,63.0,93.5,234.59,10.64,0
2.95,3.6,55.38,93.52,236.31,10.61,0
2.18,5.95,69.19,92.35,263.12,8.49,0
3.74,4.63,66.56,92.3,263.14,9.38,0
-4.38,7.62,79.94,93.2,257.3,4.57,0
-5.13,3.66,53.94,93.13,211.6,11.04,0
-2.55,3.49,72.12,92.74,251.96,6.99,0
-1.2,2.34,73.69,92.71,248.62,6.8,0
-1.53,3.61,76.75,92.86,268.23,10.17,0
-2.31,5.55,69.31,93.76,239.64,11.04,0
-7.58,4.31,70.75,94.59,247.7,7.55,0
0.01,7.19,84.88,92.61,301.76,2.58,0
-0.41,5.38,51.62,93.91,231.43,10.76,0
-3.48,2.48,67.25,94.51,223.5,10.95,0
-5.48,3.49,79.12,94.46,221.13,10.51,0
-2.57,7.36,81.94,93.36,257.66,7.87,0
2.48,4.63,86.06,92.35,281.91,8.43,0
0.7,7.23,80.88,93.02,281.75,6.6,0
-1.06,3.77,77.81,93.19,258.33,10.41,0
1.56,1.98,72.25,92.94,255.89,9.97,0
4.1,3.05,68.5,92.97,261.16,11.99,0
0.3,3.7,82.44,93.05,295.39,6.27,0
-0.35,2.41,90.69,93.15,288.16,5.09,0
0.87,2.59,76.62,93.26,279.52,9.09,0
2.75,3.73,75.0,92.97,279.1,10.73,0
1.04,5.61,59.5,93.2,237.23,13.7,0
6.65,5.62,58.62,92.97,268.95,11.15,0
9.72,5.33,56.81,92.2,277.23,13.3,0
-1.46,8.4,64.75,92.23,286.45,4.87,0
-4.76,6.99,58.06,93.33,264.38,8.05,0
-3.89,2.97,60.44,92.85,220.38,14.07,0
-1.23,4.41,61.31,91.87,244.9,13.86,0
-0.49,4.71,70.5,92.55,256.88,10.34,0
2.22,5.77,69.12,92.61,252.14,14.56,0
-0.6,6.69,70.88,93.06,245.26,12.46,0
0.15,3.8,60.12,93.39,261.8,11.5,0
-0.03,4.26,58.94,93.47,236.6,15.03,0
-1.27,7.25,63.0,92.82,255.74,7.06,0
-9.18,3.48,60.31,94.0,237.18,11.74,0
-2.76,6.79,67.62,93.19,247.99,13.57,0
2.15,3.99,57.75,93.05,258.26,14.05,0
3.05,3.41,63.06,92.73,278.98,11.8,0
3.86,5.52,68.75,92.78,284.23,14.78,0
0.44,2.47,59.62,93.92,254.42,14.69,0
-2.51,4.62,72.06,94.35,288.61,3.4,0
-4.16,3.75,57.56,94.99,232.34,14.76,0
0.65,5.67,68.81,93.97,225.55,17.22,0
5.97,2.16,55.94,93.06,264.01,16.05,0
4.73,5.88,66.88,92.64,308.34,6.92,1
3.72,4.34,72.19,92.52,284.26,14.72,0
-1.8,8.57,77.81,93.49,284.48,4.9,0
-2.19,4.6,61.5,94.05,236.38,16.71,0
1.65,5.62,64.75,93.47,256.41,14.02,0
5.3,5.12,52.38,93.65,244.84,17.83,0
8.3,3.49,50.56,92.6,263.58,18.05,0
7.65,6.39,48.94,92.38,265.43,16.86,0
3.75,4.17,65.19,92.52,273.21,15.3,0
6.95,4.74,50.75,92.58,249.23,19.28,0
8.57,6.52,46.12,92.98,243.88,19.74,0
5.66,6.88,43.56,94.06,236.66,20.28,0
7.86,6.71,43.56,93.98,256.91,19.19,0
12.48,9.15,49.19,92.88,286.25,19.27,0
14.0,7.72,64.62,92.3,324.66,15.71,0
5.91,6.13,77.62,93.1,309.24,10.9,0
8.23,3.63,70.44,93.38,316.55,14.6,0
11.46,4.09,62.06,92.74,289.9,19.68,0
8.33,6.7,57.56,92.72,281.19,16.9,0
2.83,5.61,66.56,93.67,300.14,4.49,0
0.75,4.93,83.19,93.94,287.36,4.73,0
1.83,4.65,81.25,94.11,302.26,5.49,0
3.87,3.54,88.44,93.54,306.23,8.78,0
3.09,4.69,86.81,93.34,308.79,5.13,0
8.69,2.88,87.5,92.44,336.56,9.61,0
11.05,9.37,66.5,92.12,334.83,16.5,0
-2.42,6.02,51.5,94.46,223.62,22.93,0
2.32,5.68,58.06,93.8,257.0,20.77,0
6.3,2.98,75.25,93.0,307.77,10.7,0
8.99,3.77,73.81,92.93,297.25,19.0,0
13.05,3.66,61.88,92.54,311.04,19.89,0
14.5,5.12,57.56,91.99,303.7,21.47,0
8.59,4.0,74.25,92.17,330.9,6.87,0
7.69,2.98,83.88,92.0,322.8,3.9,0
5.25,8.07,75.5,91.96,313.07,8.79,0
9.4,4.2,52.31,93.15,264.93,23.33,0
10.55,6.22,65.69,93.03,317.35,12.76,0
12.78,4.88,61.38,92.87,292.81,23.23,0
13.08,5.23,65.75,92.04,325.19,17.11,0
2.51,7.85,74.12,92.68,328.45,4.41,0
-0.55,5.72,51.81,93.68,248.78,22.09,0
2.92,3.56,56.44,93.28,254.07,22.91,0
8.87,6.51,68.44,92.64,309.58,16.73,0
13.91,3.55,65.31,92.17,319.83,23.45,0
17.63,4.83,44.06,92.35,295.48,25.83,0
14.37,6.77,47.56,92.8,282.48,25.79,0
8.44,4.72,43.25,93.45,278.42,19.31,0
9.68,6.3,48.94,92.73,283.21,23.64,0
14.93,4.44,58.5,91.61,314.27,23.42,0
1.42,11.1,58.38,92.58,281.55,10.23,0
0.19,3.69,45.06,93.7,234.55,26.03,0
3.36,4.78,40.75,93.46,255.55,23.86,0
7.24,2.73,49.56,93.02,271.68,25.58,0
3.22,7.08,72.62,93.17,310.97,8.04,0
4.99,4.1,50.12,93.39,248.38,27.96,0
12.22,4.08,44.0,92.41,285.18,25.24,0
12.07,4.25,61.81,92.48,298.84,24.03,0
13.63,4.95,52.69,92.7,292.27,25.33,0
15.36,4.27,49.31,92.91,308.36,26.54,0
15.16,3.7,64.69,92.32,336.66,16.15,0
17.52,4.02,46.69,92.05,323.08,20.67,0
11.12,6.54,72.69,92.72,327.12,10.49,0
12.44,5.05,50.19,93.39,290.38,25.52,0
16.62,5.05,46.38,93.01,330.77,22.21,0
19.9,2.8,49.12,92.64,323.29,28.06,0
17.87,7.9,39.81,92.78,337.17,21.73,0
14.37,7.77,40.31,93.42,280.75,29.1,0
17.93,5.77,42.69,92.79,315.88,27.23,0
22.07,4.39,49.06,92.31,347.42,25.75,0
17.83,6.4,60.44,93.01,368.85,20.1,0
17.92,4.45,53.75,92.95,337.83,27.82,0
14.32,6.84,66.81,92.74,346.86,19.0,1
14.08,4.78,46.44,93.51,288.2,29.56,0
13.0,3.8,45.75,93.84,287.24,28.75,0
14.33,6.67,54.62,92.91,332.65,24.77,0
10.33,5.59,45.06,93.85,271.82,30.53,0
12.25,4.77,41.81,93.63,321.09,15.14,0
8.64,3.9,48.0,94.1,296.51,24.41,0
3.62,4.77,80.38,93.85,323.55,5.91,0
5.33,4.64,85.62,93.22,341.22,8.82,0
14.18,5.27,78.12,92.27,366.74,10.17,0
18.36,4.8,66.44,92.39,362.05,21.6,0
17.12,5.88,71.62,92.8,347.31,26.01,0
17.06,3.75,67.56,92.77,345.78,21.93,0
14.74,5.25,61.31,93.16,303.8,30.05,0
16.16,2.73,62.5,93.03,326.81,27.83,0
17.48,4.44,65.94,92.87,330.13,29.39,0
18.5,7.64,67.31,92.65,338.62,28.74,0
17.73,5.62,87.25,92.46,380.45,8.87,1
16.84,2.64,85.69,92.56,365.3,9.39,0
21.51,6.95,62.69,92.11,365.88,22.66,0
19.45,5.77,76.75,92.3,376.3,21.65,1
13.68,6.8,75.56,92.89,358.29,8.28,1
16.62,4.0,62.25,92.82,332.79,24.82,0
18.69,3.57,61.31,92.9,341.88,20.22,0
19.4,4.88,65.5,93.4,352.99,24.35,0
20.13,4.43,58.75,93.59,353.7,29.4,0
23.12,7.05,56.81,93.19,379.8,24.55,0
25.33,8.94,49.56,93.06,387.28,23.36,0
26.9,8.2,44.31,92.81,373.48,29.22,0
27.36,4.3,51.75,92.67,399.48,27.52,0
26.13,3.03,59.62,92.7,394.88,28.19,0
27.85,2.88,49.06,92.34,383.53,29.77,0
28.81,3.99,43.38,92.57,402.41,30.01,0
30.86,9.16,40.81,92.41,409.4,25.0,0
29.78,12.69,44.88,92.01,393.12,29.23,0
29.51,10.42,48.19,91.71,397.51,29.5,0
18.23,10.98,71.5,91.8,386.67,8.19,1
19.62,6.73,40.0,93.24,305.73,31.87,0
23.39,4.16,41.19,93.6,345.54,30.18,0
24.62,3.52,48.94,93.67,353.49,30.8,0
26.98,5.35,41.81,92.86,361.95,30.26,0
28.83,10.36,30.56,92.8,377.5,24.25,0
29.12,11.02,31.94,93.0,385.4,27.5,0
28.78,10.62,40.19,92.83,376.52,29.5,0
29.58,11.12,41.5,92.37,390.76,30.04,0
24.73,7.2,47.25,92.64,391.02,24.65,0
20.44,3.13,64.88,93.14,377.66,9.47,1
23.96,3.69,64.75,92.82,378.0,27.74,0
24.06,4.95,73.31,92.53,392.1,15.07,0
23.8,4.45,55.06,92.94,368.8,29.68,0
23.52,3.21,53.81,93.17,368.05,29.02,0
26.04,4.58,56.12,92.74,385.49,28.22,0
29.37,7.21,43.44,92.4,406.49,27.01,0
27.89,4.22,54.38,92.62,393.67,28.35,0
26.15,3.4,70.56,92.29,394.04,28.55,1
28.38,4.99,56.88,91.63,391.17,28.74,0
29.59,7.66,53.75,91.63,394.62,29.8,0
29.17,4.59,50.81,91.89,387.02,30.6,0
26.55,7.01,60.75,92.71,394.16,27.14,0
26.26,4.96,81.62,92.96,401.36,25.62,1
25.4,3.14,66.19,93.22,389.09,29.2,0
25.85,2.76,64.88,93.17,387.04,29.61,0
25.11,2.16,66.5,93.04,394.34,22.31,0
27.72,3.88,58.31,92.99,394.45,28.14,0
28.86,6.08,50.19,92.83,392.38,29.1,0
30.44,7.46,46.81,92.36,405.51,29.42,0
26.8,4.91,66.06,92.71,411.11,23.99,0
27.43,5.48,64.44,93.08,400.67,25.66,0
26.91,4.45,60.38,93.15,394.89,26.54,0
27.38,5.2,45.62,92.99,387.77,27.62,0
28.72,6.34,58.25,92.46,407.7,29.49,0
25.04,4.42,75.19,92.69,417.73,13.46,1
22.03,4.48,65.88,93.14,393.5,23.44,0
25.99,5.04,65.88,93.12,399.66,26.82,0
29.56,5.61,54.75,92.75,423.16,22.82,0
30.65,5.02,47.75,92.54,430.54,22.71,0
26.36,4.3,69.88,93.02,399.24,27.49,0
26.63,4.66,68.69,92.78,404.09,26.69,1
24.74,3.03,74.5,92.99,383.47,28.89,1
26.27,5.89,66.88,92.99,391.91,27.59,0
27.7,7.09,64.06,92.96,406.88,24.12,0
27.0,7.79,70.5,92.92,421.78,26.58,0
28.76,6.78,61.44,92.82,417.7,27.34,0
27.58,3.35,70.94,92.97,421.59,22.85,1
23.74,4.79,74.75,93.23,401.76,21.76,0
23.7,2.34,74.44,93.04,388.92,25.03,0
26.07,1.78,69.31,92.71,402.05,24.26,0
20.84,4.68,83.06,93.17,390.64,8.9,1
21.61,3.66,66.44,93.32,364.15,26.56,0
23.23,3.8,65.38,93.29,372.98,22.54,0
20.85,3.79,58.69,93.46,349.05,27.37,0
20.51,3.54,62.5,93.49,357.41,25.83,0
21.0,6.16,63.44,93.28,383.77,17.42,0
24.27,3.34,65.5,92.96,379.02,26.81,0
24.01,5.13,73.25,92.83,392.52,22.64,0
26.44,3.8,65.31,92.61,394.47,25.43,0
28.29,4.07,50.69,92.66,401.38,27.05,0
30.04,4.48,44.62,92.62,402.55,26.76,0
27.04,4.7,58.25,92.86,391.88,23.57,0
26.45,5.76,63.56,92.89,389.62,26.09,0
26.15,4.91,69.25,92.85,390.79,24.72,0
27.17,3.64,66.81,92.89,393.62,21.31,0
27.4,3.61,60.81,92.93,401.04,20.2,0
24.75,4.49,41.62,93.37,385.94,23.33,0
26.47,3.28,56.81,93.44,394.21,19.91,0
26.4,3.08,53.44,93.7,370.86,26.16,0
26.9,5.74,43.25,93.31,379.76,22.48,0
25.38,4.95,48.19,93.05,387.99,20.31,0
26.94,5.62,45.62,92.67,384.81,24.83,0
27.76,4.52,46.12,92.49,389.51,24.2,0
28.37,4.08,45.25,92.73,387.3,23.54,0
29.08,4.63,42.25,92.95,392.96,23.54,0
28.99,6.05,37.94,92.99,386.99,23.3,0
28.33,7.32,37.81,92.87,372.34,23.99,0
28.44,6.6,41.5,92.6,374.45,24.63,0
29.0,4.4,41.88,92.43,390.51,24.01,0
28.51,4.74,43.25,92.58,402.09,22.99,0
22.13,3.56,49.06,93.01,393.49,20.76,0
25.16,5.56,55.44,92.21,400.12,17.01,0
19.9,6.16,41.75,92.71,350.54,23.53,0
22.09,2.01,49.0,92.61,370.62,21.18,0
24.43,3.56,38.0,92.79,339.05,24.93,0
21.67,6.0,37.25,93.2,330.84,24.55,0
23.01,3.73,37.25,93.57,339.24,24.1,0
27.24,5.49,45.81,93.48,382.21,23.1,0
27.68,5.92,38.31,92.71,382.8,22.09,0
21.18,6.05,45.12,92.5,364.83,20.58,0
6.79,10.06,78.12,93.56,338.96,4.74,1
4.87,6.17,83.12,94.12,322.5,5.59,1
10.58,3.27,70.38,94.08,340.85,10.73,0
14.67,3.04,68.5,93.34,360.6,13.12,0
17.75,4.33,54.5,93.02,320.67,20.71,0
20.15,2.55,52.19,93.57,330.25,22.54,0
20.48,3.88,55.69,93.84,332.04,21.61,0
20.31,4.45,58.25,93.39,329.73,20.47,0
18.94,4.71,57.94,93.52,335.98,19.16,0
17.01,3.0,58.44,93.62,336.21,15.42,0
18.4,5.46,62.56,93.66,344.02,16.1,0
19.43,8.19,57.44,93.21,352.0,12.71,0
21.74,7.95,53.56,93.11,349.17,16.54,0
20.87,6.16,52.38,93.3,334.17,18.75,0
20.3,4.46,55.75,93.2,328.52,19.03,0
21.47,4.07,50.62,92.93,351.07,19.14,0
23.94,2.3,43.56,92.6,339.45,19.42,0
23.75,3.67,42.06,92.38,344.41,20.01,0
24.38,3.74,40.5,92.09,372.98,15.67,0
14.83,7.45,46.69,93.04,338.27,10.93,0
13.26,6.91,35.69,93.63,274.8,20.81,0
16.71,4.41,35.25,93.14,306.48,19.26,0
17.09,6.43,34.81,93.37,304.19,20.26,0
11.73,4.7,37.56,94.04,281.27,20.33,0
14.87,3.86,41.25,93.23,306.89,17.85,0
13.4,5.4,54.25,93.4,294.01,18.87,0
16.13,5.6,45.94,93.44,295.47,18.53,0
19.19,5.21,42.62,92.91,318.3,17.06,0
19.66,3.86,47.44,93.16,314.02,17.98,0
20.15,4.34,41.06,92.98,321.24,17.11,0
20.46,5.33,51.62,92.74,341.29,15.85,0
20.94,3.52,37.31,92.37,336.93,16.47,0
18.9,4.91,50.5,92.67,312.37,16.39,0
19.87,9.12,55.56,92.02,341.8,17.12,0
14.77,5.76,33.56,93.03,287.42,18.28,0
15.47,4.9,38.25,93.21,294.07,17.83,0
15.9,7.21,36.31,92.61,330.77,14.59,0
8.87,4.8,45.25,93.83,303.41,15.56,0
10.39,5.41,40.38,93.44,293.34,15.66,0
14.05,4.92,45.81,92.52,310.29,13.24,0
3.92,5.52,59.12,93.61,302.88,10.25,0
4.52,2.8,63.44,93.31,303.02,10.26,0
9.75,3.83,59.25,92.97,312.59,10.38,0
9.68,4.21,73.81,92.93,345.77,3.49,0
6.58,6.7,79.94,92.67,342.62,5.2,0
0.88,5.91,56.38,94.12,284.94,7.94,0
0.12,4.28,64.88,93.29,291.93,7.6,0
-2.47,6.59,74.31,93.76,287.43,3.97,0
-5.3,4.84,61.06,94.19,268.97,5.67,0
-2.27,2.77,52.94,93.66,241.55,14.07,0
2.44,5.09,60.19,93.0,294.09,8.0,0
5.1,4.33,68.75,93.45,265.03,14.7,0
10.65,4.38,62.81,93.27,277.38,13.26,0
10.9,6.49,55.12,93.32,279.37,14.59,0
6.31,3.23,44.12,94.51,258.05,14.42,0
12.55,3.55,48.12,93.81,276.84,14.48,0
14.9,3.71,41.44,93.07,288.12,14.29,0
15.78,3.26,39.81,93.07,307.11,12.62,0
15.21,4.19,45.0,93.61,298.01,13.72,0
16.12,7.2,50.31,92.88,294.57,13.44,0
17.23,10.78,65.44,92.29,308.65,12.86,0
17.05,11.09,68.56,91.95,325.71,11.35,0
8.83,7.3,72.69,92.42,354.51,4.26,0
0.68,4.62,60.5,92.67,269.34,12.01,0
3.71,3.72,60.25,92.99,247.18,12.95,0
0.76,4.66,68.38,93.33,259.21,11.19,0
2.39,6.23,58.94,93.01,244.27,12.83,0
5.76,7.41,51.06,91.87,289.52,6.22,0
5.49,5.96,33.12,93.35,241.38,11.83,0
8.73,4.38,46.06,93.82,267.08,11.58,0
9.67,5.89,48.69,93.78,270.05,11.94,0
11.25,4.81,49.38,92.61,300.8,9.94,0
12.44,5.11,50.38,92.82,281.59,11.71,0
8.98,4.59,53.62,94.17,286.38,10.36,0
4.62,3.45,76.12,94.16,304.28,4.25,0
3.84,3.73,53.12,94.08,245.25,11.82,0
6.85,8.24,77.56,92.7,328.97,1.99,0
5.74,7.27,70.31,92.29,316.66,1.83,0
3.42,4.39,55.38,92.78,236.51,11.5,0
2.69,4.7,70.62,92.98,246.19,10.32,0
2.65,3.23,63.81,93.79,238.59,10.49,0
5.13,5.28,56.44,93.33,247.64,10.9,0
0.27,7.07,48.06,94.03,228.19,10.72,0
0.19,3.57,44.88,93.51,222.95,10.8,0
2.59,5.3,54.56,92.9,246.57,8.64,0
0.37,7.84,70.94,93.91,261.3,7.16,0
-0.62,4.27,61.62,93.71,244.34,10.29,0
3.86,4.94,44.81,93.46,242.31,10.08,0
3.8,5.32,53.5,93.78,245.24,10.63,0
4.21,3.23,49.25,93.47,243.12,10.27,0
4.74,5.65,42.56,93.54,244.66,10.18,0
6.01,4.84,39.25,93.43,258.29,9.93,0
7.96,4.2,39.69,93.03,274.25,10.15,0
4.12,5.81,59.0,92.73,284.64,7.46,0
-0.0,6.33,76.56,92.74,300.49,1.87,0
-2.59,3.38,73.44,93.14,276.82,6.04,0
-2.54,3.77,67.0,93.67,240.09,9.86,0
-2.65,6.23,70.0,93.28,249.41,6.21,0
-3.58,2.96,79.31,93.11,279.38,3.45,0
-1.6,3.36,67.5,93.01,248.52,8.92,0
1.23,4.62,64.38,92.93,245.82,9.53,0
1.44,5.71,75.81,92.69,260.97,8.45,0
1.33,4.34,72.0,93.25,243.66,10.09,0
4.49,6.34,51.56,92.94,260.73,7.91,0
5.21,4.05,67.94,93.25,259.43,9.33,0
6.92,7.39,65.38,91.97,264.19,9.39,0
-1.93,11.71,47.31,92.81,256.98,5.6,0
-0.77,6.67,50.31,93.32,263.91,5.98,0
4.23,3.87,48.5,93.1,236.65,10.21,0
4.68,2.15,50.44,92.36,251.06,8.56,0
2.62,6.05,65.44,92.77,249.09,9.74,0
-1.48,2.85,79.38,93.85,276.65,4.85,0
-2.26,6.02,87.88,92.92,282.73,1.95,0
-2.56,3.95,66.75,93.39,213.58,10.73,0
-2.24,3.3,62.75,93.13,224.75,10.09,0
-0.44,4.2,65.56,93.18,247.48,9.48,0
0.87,3.05,67.0,92.98,236.41,10.23,0
2.5,4.59,60.12,92.6,240.55,10.49,0
3.24,5.2,65.31,93.26,240.87,10.76,0
3.32,5.83,73.88,92.58,265.56,8.42,0
1.44,6.9,72.69,93.28,302.17,3.97,0
-1.3,2.42,87.06,93.67,303.39,2.58,0
0.23,2.02,82.19,93.85,293.02,4.42,0
-1.38,1.88,83.31,93.97,300.43,3.46,0
-0.96,2.37,80.5,94.11,276.6,4.85,0
0.47,4.34,61.75,93.7,225.0,10.49,0
2.43,4.47,40.38,93.33,231.46,11.46,0
8.33,6.12,41.12,92.41,277.21,9.63,0
4.63,13.2,35.06,92.8,251.02,10.22,0
0.18,11.95,43.44,92.93,276.94,7.24,0
1.35,5.94,52.12,92.91,262.98,8.06,0
1.76,5.81,53.0,92.97,240.06,11.29,0
2.75,6.08,59.06,92.95,254.65,11.45,0
0.28,4.49,60.88,94.12,234.78,11.19,0
2.53,4.46,49.0,93.04,237.99,11.9,0
2.55,4.31,45.94,92.91,244.86,11.52,0
-1.56,4.34,63.12,93.35,243.91,11.54,0
-1.09,5.69,78.31,92.64,295.79,2.8,0
-2.46,4.11,77.25,92.81,288.8,4.14,0
-3.79,5.12,82.81,92.11,278.95,2.43,0
-6.67,4.55,77.38,92.99,247.13,8.6,0
-8.36,2.92,79.75,93.92,227.35,12.88,0
-4.22,4.3,86.06,93.7,269.98,7.49,0
-1.53,1.88,91.38,92.4,292.46,5.64,0
-1.03,6.59,82.75,92.12,299.35,7.47,0
0.1,5.1,72.31,93.94,250.8,13.42,0
1.33,3.72,70.25,93.79,263.69,11.18,0
1.6,2.17,82.62,93.09,278.41,9.71,0
5.82,4.61,72.38,92.03,276.57,12.91,0
0.77,7.46,60.06,92.58,257.88,13.8,0
1.17,3.95,52.81,92.47,257.25,12.89,0
-5.81,5.43,67.25,92.97,271.86,5.75,0
-6.63,6.08,64.19,92.82,275.3,4.67,0
-12.39,3.4,63.44,93.34,266.27,4.75,0
-11.02,2.44,60.25,93.65,252.23,5.89,0
-10.53,4.3,61.75,93.8,237.82,8.55,0
-12.52,4.05,61.0,93.95,214.88,12.99,0
-16.7,3.63,67.81,94.09,228.73,8.46,0
-16.18,3.22,64.44,93.96,227.05,9.32,0
-18.57,5.15,65.75,94.36,210.12,7.64,0
-18.88,2.62,60.25,93.64,200.8,12.38,0
-14.7,5.65,67.19,92.74,239.18,12.21,0
-9.67,2.27,73.88,93.15,245.17,11.47,0
-6.99,3.16,75.69,94.05,255.22,13.4,0
-2.31,3.66,66.56,93.49,244.2,14.38,0
2.14,4.45,60.81,92.77,243.96,16.98,0
1.08,7.06,61.44,92.83,252.21,16.89,0
5.41,5.85,47.75,92.98,253.66,16.38,0
8.75,5.6,51.69,92.5,265.16,17.72,0
1.57,4.8,52.38,93.59,244.34,17.51,0
0.17,3.35,60.81,93.85,260.43,13.3,0
2.37,3.58,49.19,92.5,245.2,14.78,0
5.1,6.84,40.69,92.07,255.81,14.76,0
0.4,5.66,54.38,93.26,228.48,18.08,0
2.91,3.9,44.12,93.88,229.12,18.51,0
7.41,4.12,34.81,93.08,238.92,19.71,0
8.44,3.41,41.44,92.96,250.61,19.11,0
8.3,4.3,62.88,93.01,282.7,15.16,0
7.9,3.82,66.5,93.7,273.18,18.26,0
9.52,6.42,51.25,93.43,263.01,19.35,0
11.05,5.11,48.62,93.14,280.8,18.43,0
11.7,7.59,61.88,93.03,310.02,13.42,0
13.56,5.23,50.5,92.15,310.59,16.18,0
8.23,7.05,55.62,92.14,275.42,19.01,0
4.64,3.1,53.19,93.48,254.9,20.82,0
3.75,5.2,73.19,93.87,310.02,7.36,0
5.26,7.62,92.31,93.12,311.66,2.31,1
10.15,7.5,69.0,91.89,318.2,16.07,1
4.25,5.45,84.31,92.25,307.7,8.57,0
4.25,3.77,77.75,92.52,311.49,10.78,0
1.16,8.4,75.06,93.01,286.8,5.74,0
1.41,5.35,75.38,93.96,265.88,16.89,0
4.89,4.63,69.88,93.99,248.34,20.2,0
10.43,10.76,61.19,93.08,284.12,19.7,0
10.75,6.64,58.12,92.62,296.24,21.8,0
2.99,7.34,89.88,92.38,311.77,2.75,1
2.06,9.97,88.81,91.92,304.97,7.22,0
3.8,5.77,75.19,92.67,284.69,17.07,0
5.25,2.76,73.38,92.36,301.55,13.4,0
8.8,5.38,67.5,92.28,295.21,18.33,0
7.42,6.48,64.25,93.21,282.66,19.04,0
9.83,5.09,51.88,93.4,266.93,23.77,0
14.38,6.02,45.19,91.7,282.75,23.9,0
4.62,5.72,41.75,93.21,254.03,20.46,0
3.47,3.57,47.25,94.31,244.52,22.5,0
7.67,6.52,48.88,93.98,251.48,24.96,0
12.51,7.09,48.25,93.06,282.17,23.44,0
15.51,3.95,53.38,93.26,290.41,24.85,0
19.97,7.42,45.38,92.78,324.55,23.26,0
20.73,6.6,49.31,91.91,342.37,21.27,0
17.13,8.27,53.31,91.52,340.27,22.19,0
6.62,10.62,62.81,92.25,322.26,4.04,0
12.5,5.96,40.19,91.99,269.7,26.03,0
8.0,6.79,56.12,92.46,302.57,9.23,0
9.45,4.41,40.56,92.44,252.23,26.89,0
11.19,7.94,37.25,92.18,269.8,26.41,0
8.05,5.06,40.0,93.21,286.64,21.21,0
5.94,2.94,49.12,93.7,278.24,20.69,0
6.69,3.16,50.69,93.7,281.66,24.15,0
4.4,3.69,68.25,93.39,306.09,10.74,0
3.13,5.53,80.62,93.25,300.36,11.82,0
5.36,4.95,65.81,93.47,304.63,15.78,0
9.05,3.72,45.62,93.09,259.52,26.96,0
2.64,6.34,63.25,93.27,294.61,15.24,0
1.87,5.34,57.44,93.69,252.71,25.37,0
3.57,3.32,51.81,93.72,250.56,27.13,0
7.95,8.23,57.12,92.7,307.71,20.2,0
10.68,3.29,67.81,92.4,308.84,23.63,0
10.63,4.44,61.31,92.88,304.88,24.23,0
16.91,5.43,52.69,91.95,310.34,27.07,0
21.08,6.39,36.56,91.3,318.45,28.18,0
14.84,5.73,65.12,91.95,349.63,12.31,0
11.68,4.57,81.31,92.76,359.9,7.32,0
15.39,5.19,48.25,93.55,292.25,28.24,0
18.87,5.89,36.69,93.45,305.09,28.32,0
20.83,7.33,35.75,92.21,316.26,28.96,0
18.14,5.92,74.31,91.43,357.79,19.88,1
12.79,8.03,63.75,92.58,342.94,19.33,1
11.98,3.22,45.44,93.29,291.26,28.96,0
13.58,5.15,49.75,93.38,319.31,24.02,0
13.65,3.07,56.12,93.81,294.66,28.82,0
17.53,5.26,59.06,92.84,325.96,28.54,0
18.01,6.5,67.5,91.85,364.67,21.53,0
10.5,6.16,54.31,93.16,340.38,15.91,0
8.76,2.79,72.0,93.55,328.38,17.24,0
9.41,3.14,68.69,93.87,319.23,14.09,0
11.07,3.54,65.19,94.06,309.98,19.06,0
14.69,6.51,62.94,93.62,322.93,26.64,0
17.62,4.39,72.75,93.09,365.12,19.48,0
18.49,3.64,83.06,92.93,372.08,21.89,1
18.92,4.15,86.75,92.69,371.75,20.55,0
17.37,3.49,84.94,92.76,374.77,6.18,0
17.37,3.75,84.12,92.7,370.96,13.61,0
16.86,3.57,84.06,92.69,359.57,17.49,0
20.19,7.99,73.06,92.58,362.28,23.56,0
