T2M,WS10M,RH2M,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,rain_label
1.48,4.66,70.81,93.47,233.58,11.23,0
1.65,4.26,72.44,93.24,253.38,11.04,0
-0.49,5.84,85.81,92.63,296.73,2.06,0
-3.05,9.03,64.19,93.9,252.98,6.02,0
-3.02,5.85,63.19,94.58,226.53,10.7,0
-1.63,7.92,64.69,94.64,222.35,11.49,0
1.01,7.81,65.75,94.49,248.06,9.77,0
3.23,6.67,60.25,94.4,251.45,11.86,0
5.1,5.18,57.38,94.01,252.91,12.2,0
1.98,3.75,62.69,94.02,276.56,9.86,0
-2.68,5.13,66.81,94.95,282.88,4.47,0
-3.88,2.96,46.25,95.45,257.77,8.37,0
-2.97,3.96,60.25,95.3,267.49,7.22,0
1.7,5.45,68.88,93.72,246.56,13.07,0
-0.06,2.98,77.56,94.07,247.34,12.51,0
2.07,2.5,84.19,92.93,273.07,7.33,0
-0.04,5.29,71.88,93.26,265.86,9.46,0
-4.84,4.73,59.88,94.43,224.83,14.29,0
-0.92,5.19,60.0,94.44,269.99,13.21,0
8.49,3.7,74.44,93.17,295.54,10.51,0
8.02,5.63,75.06,93.78,286.5,10.21,0
3.04,4.83,45.88,95.53,237.55,14.88,0
2.26,4.29,63.81,94.69,266.27,10.24,0
2.79,6.29,56.19,94.47,242.21,13.64,0
4.94,4.76,55.44,94.23,242.84,15.72,0
8.86,5.02,48.38,93.26,255.46,15.75,0
8.95,4.12,55.06,92.94,252.89,16.36,0
9.45,3.95,59.38,93.35,272.74,14.8,0
11.79,7.25,81.31,93.3,313.9,11.23,0
11.55,6.0,62.69,93.55,286.73,14.93,0
12.18,4.09,44.81,93.88,272.82,16.79,0
11.61,5.95,44.88,93.3,268.88,16.85,0
3.16,8.27,76.5,93.02,313.17,3.35,0
-3.58,8.19,64.75,93.97,266.57,8.67,0
-0.77,3.46,53.44,94.12,250.63,14.07,0
1.01,3.15,43.69,93.83,219.73,18.04,0
3.76,4.68,53.56,93.33,249.49,15.82,0
3.76,6.53,57.12,93.19,274.93,7.69,0
2.08,6.09,43.25,94.56,220.01,18.55,0
2.36,5.2,51.56,95.32,225.77,18.34,0
5.31,4.5,52.31,94.82,246.44,17.05,0
9.61,6.19,51.81,93.86,271.4,18.41,0
12.55,5.59,57.69,93.03,289.11,16.63,0
11.45,11.24,40.12,92.66,266.19,18.46,0
5.34,8.34,30.75,94.24,236.47,18.25,0
8.25,3.27,39.31,94.42,255.19,19.92,0
7.12,5.94,49.06,94.51,272.13,16.52,0
-1.62,5.28,52.94,95.38,290.99,12.45,0
-2.23,2.84,72.56,95.28,278.54,8.59,0
1.51,6.71,72.81,94.41,273.96,10.45,0
-3.67,7.09,51.75,95.04,231.92,19.08,0
-1.54,3.65,59.06,95.02,287.2,11.48,0
4.45,5.74,62.75,94.64,279.65,18.31,0
11.37,4.45,62.62,93.66,292.25,18.46,0
12.19,5.16,53.38,94.65,285.62,19.27,0
10.51,5.16,50.19,94.87,281.48,20.35,0
16.26,2.77,62.5,93.85,329.79,19.54,0
13.73,6.42,48.62,94.24,302.79,20.25,0
8.91,7.16,52.12,94.92,294.96,19.89,0
7.7,6.73,55.56,94.6,321.85,11.51,0
16.54,8.15,67.88,93.05,363.53,10.97,0
8.48,8.27,78.56,93.6,334.87,4.52,0
8.17,5.03,71.75,93.96,323.46,11.26,0
7.76,2.1,81.88,93.72,325.98,10.43,0
9.95,2.41,70.94,93.89,314.12,17.34,0
8.62,5.05,79.25,94.04,319.75,7.2,0
4.82,8.99,88.69,93.72,311.66,4.17,1
6.67,5.88,73.12,93.41,338.92,9.86,0
5.88,3.74,79.44,94.01,307.25,7.5,0
6.3,3.41,84.06,94.48,317.32,7.65,1
9.72,2.95,74.56,93.59,296.97,20.14,0
9.83,5.7,70.62,93.04,317.21,13.37,0
7.27,5.69,64.5,93.69,293.73,11.16,0
8.59,7.98,51.81,94.24,269.27,22.0,0
8.9,2.74,52.62,94.79,265.55,25.22,0
12.83,7.27,57.75,93.93,297.99,22.23,0
17.3,2.7,65.0,92.72,333.53,17.23,0
16.78,6.38,53.75,92.74,320.88,21.14,0
8.69,7.78,51.06,94.32,270.34,22.55,0
11.79,5.13,51.06,94.73,282.45,25.45,0
16.73,6.18,63.56,94.23,322.92,21.51,0
15.54,4.79,81.25,94.31,338.94,18.7,0
20.6,8.7,69.06,93.3,370.98,15.88,0
19.75,5.81,61.94,93.44,333.36,23.54,0
14.05,4.5,54.5,94.43,320.36,24.16,0
16.48,4.87,67.56,94.3,348.65,19.34,0
19.43,4.87,68.0,93.75,354.05,23.77,0
19.46,5.91,61.88,93.53,360.22,20.31,0
15.14,5.2,44.94,94.42,295.97,27.86,0
9.81,5.07,60.38,94.41,319.12,13.63,0
11.67,3.02,48.81,94.83,280.77,25.79,0
12.94,7.53,41.06,94.11,288.74,24.78,0
16.97,6.12,46.81,92.59,334.57,22.53,0
8.19,7.62,72.75,92.66,338.41,6.65,0
6.67,6.87,52.75,93.19,288.56,20.27,0
7.88,5.09,66.25,92.99,310.69,14.54,1
4.71,6.3,84.81,93.39,314.09,7.35,0
4.44,9.98,78.88,94.0,299.23,6.62,1
1.44,10.6,91.19,93.09,302.02,4.83,1
9.08,6.95,66.0,93.43,292.35,23.67,0
8.44,2.9,75.81,94.2,315.97,13.33,0
9.91,4.98,75.06,94.34,304.01,20.68,0
12.77,4.04,56.06,94.56,277.88,28.98,0
15.86,2.84,52.5,94.12,292.34,29.37,0
19.37,3.8,55.94,93.76,314.52,29.4,0
21.44,6.76,57.44,93.48,345.71,26.27,0
22.15,4.15,59.88,93.71,357.25,26.56,0
19.98,3.15,75.12,93.78,361.7,23.13,0
17.84,4.91,79.56,93.66,370.62,12.39,1
15.12,5.64,59.69,94.24,320.96,22.55,0
15.79,3.78,50.19,94.28,289.16,29.45,0
17.51,7.14,53.94,93.55,311.84,29.88,0
21.91,4.52,57.75,93.2,344.88,28.79,0
25.04,6.48,59.06,93.11,384.15,22.54,1
22.59,4.94,66.69,92.59,367.95,22.26,1
17.1,5.3,77.0,92.46,366.14,13.96,1
12.9,7.73,81.94,93.52,357.04,6.43,1
9.38,6.66,86.06,93.86,342.82,7.16,1
6.95,6.98,76.94,93.95,315.04,12.27,0
13.8,3.95,62.12,94.4,296.29,30.27,0
15.31,3.85,70.31,94.04,339.99,23.7,0
12.05,6.73,65.56,94.0,326.97,16.74,0
13.16,3.64,63.38,93.3,297.93,30.93,0
18.04,4.96,68.88,92.63,345.17,24.58,0
19.3,4.24,64.94,93.52,333.62,28.46,0
16.33,4.22,77.94,93.82,343.54,21.69,1
18.28,4.99,58.56,94.14,329.37,25.69,0
17.99,4.02,52.75,94.3,311.65,30.76,0
19.58,2.85,52.94,94.25,310.95,31.05,0
19.88,4.82,59.12,94.15,351.8,24.49,0
21.94,4.75,73.12,93.92,358.87,28.48,0
22.65,5.6,63.69,93.96,350.82,30.3,0
21.94,2.52,73.62,94.1,372.99,22.81,0
24.08,3.12,64.88,93.87,361.34,28.37,0
25.29,2.53,58.44,93.84,375.61,27.01,0
22.95,2.8,70.12,94.12,392.23,15.07,0
22.21,3.38,66.0,94.33,379.99,23.67,0
22.55,4.28,62.81,93.96,371.79,27.36,0
24.58,6.27,65.19,93.36,364.99,30.24,0
27.62,7.6,63.25,92.8,384.27,29.6,0
28.78,7.77,56.88,92.86,399.34,26.21,0
28.56,7.49,57.5,93.16,391.1,28.46,0
28.58,7.22,53.0,92.92,378.8,30.52,0
24.5,3.34,47.12,93.59,339.65,32.08,0
25.65,2.12,52.94,93.66,361.23,29.07,0
27.7,3.48,57.25,93.2,386.93,26.93,0
24.37,5.31,62.5,93.32,393.31,19.38,0
22.52,3.28,43.19,93.96,357.25,27.88,0
24.58,3.07,42.38,94.19,360.32,29.84,0
27.84,3.84,47.69,93.94,381.18,30.05,0
30.63,6.32,45.81,93.27,406.69,28.15,0
28.6,5.95,43.94,93.1,383.23,28.69,0
21.31,5.89,41.75,94.31,345.85,27.77,0
21.06,2.23,38.56,94.78,358.54,17.96,0
18.46,3.25,52.06,95.01,347.84,22.04,0
21.27,4.12,58.69,94.56,368.74,22.86,0
25.39,8.13,58.44,93.63,386.74,24.26,0
27.45,3.53,51.88,93.22,388.84,29.16,0
25.41,2.82,66.94,93.46,377.55,28.42,1
21.9,3.61,52.69,94.22,357.48,15.5,0
24.24,4.99,46.94,94.22,352.58,30.64,0
26.08,5.13,63.44,94.06,382.4,29.84,1
23.04,2.87,83.5,94.1,388.48,22.73,0
24.7,2.7,69.62,94.14,382.73,27.62,0
25.64,2.44,59.88,94.37,375.6,30.49,0
28.62,3.82,52.88,94.29,407.89,29.11,0
25.71,3.7,46.0,94.54,400.92,22.97,0
26.94,2.95,48.75,94.31,396.63,28.75,0
29.41,4.42,49.31,93.87,391.62,30.18,0
30.92,4.47,40.81,93.61,397.71,29.06,0
31.39,4.05,45.31,93.32,428.13,25.51,0
27.87,5.41,57.5,93.73,422.99,16.77,0
24.06,4.05,76.44,94.47,401.31,19.1,0
26.34,2.62,67.31,94.59,391.92,26.23,0
28.05,2.07,55.88,94.52,383.79,27.36,0
28.15,2.8,48.56,94.22,383.43,28.94,0
27.38,5.37,60.88,93.87,411.98,17.93,1
28.3,3.34,65.31,93.9,415.47,27.02,0
30.62,5.08,49.81,93.99,417.9,28.2,0
30.33,3.84,49.69,93.84,412.84,25.04,0
31.29,4.19,44.38,93.51,419.27,28.38,0
28.26,4.99,52.69,93.84,418.34,19.01,0
26.91,3.31,46.56,94.09,373.54,28.69,0
28.46,4.44,43.56,93.98,383.76,28.4,0
30.77,6.63,47.19,93.91,413.05,27.13,0
26.65,4.15,72.25,93.95,430.72,12.25,1
24.55,4.09,55.88,94.31,383.05,24.53,0
24.61,3.05,50.75,94.24,398.55,22.85,0
22.68,4.1,68.5,94.41,400.01,21.7,0
19.85,3.39,80.38,94.66,399.55,18.35,0
22.62,2.64,71.69,94.52,393.91,22.12,0
24.46,2.44,64.5,94.49,384.59,26.0,0
24.41,2.42,62.19,94.47,383.08,20.39,0
21.02,5.28,58.94,94.56,359.55,21.43,0
20.12,3.95,51.5,94.43,358.65,25.63,0
22.19,4.73,63.0,93.69,390.33,19.79,0
21.7,3.22,70.38,94.06,402.01,12.12,0
20.51,2.92,66.88,94.58,376.92,18.79,0
21.58,2.84,57.38,94.61,381.69,19.41,0
23.04,3.12,68.38,94.3,390.9,18.21,0
20.32,3.26,77.75,94.52,389.01,10.33,0
20.58,2.28,60.75,94.57,353.47,26.09,0
21.32,4.27,62.44,94.27,391.54,19.55,0
23.37,3.44,72.0,93.75,390.41,20.88,0
26.27,3.17,65.38,93.5,383.56,25.12,0
25.29,5.49,74.5,93.47,393.22,20.93,1
21.57,4.66,76.19,93.68,369.54,20.49,1
22.65,3.88,60.62,94.09,352.78,25.74,0
24.12,3.72,58.31,94.03,359.18,25.54,0
26.23,3.72,55.69,93.88,389.05,24.64,0
28.31,4.6,59.88,93.69,400.52,24.39,0
25.84,5.06,65.75,93.95,406.09,21.77,0
21.55,5.1,49.69,94.67,332.85,25.99,0
21.83,4.71,45.88,94.39,348.75,24.96,0
23.17,5.42,58.06,93.97,379.43,20.95,0
24.26,6.34,60.56,94.08,373.79,21.56,0
25.28,3.32,68.31,94.22,388.77,17.67,0
22.98,4.23,66.69,94.4,369.87,23.33,0
21.8,3.69,53.06,94.56,349.01,24.96,0
22.42,2.48,52.25,94.43,345.97,22.93,0
22.51,3.03,53.31,94.41,356.2,22.87,0
22.63,3.73,52.56,94.39,361.66,21.49,0
22.16,5.24,64.06,94.2,386.16,9.76,0
23.26,3.69,61.94,94.3,370.41,19.87,0
26.3,5.23,49.5,94.09,373.77,21.11,0
23.08,5.8,43.5,94.26,359.96,16.69,0
17.57,4.98,38.44,94.85,301.68,24.44,0
17.22,3.38,40.19,94.67,300.84,23.79,0
21.07,3.56,42.75,94.24,337.55,22.39,0
24.55,5.5,41.44,94.19,361.88,21.76,0
24.19,8.14,40.38,94.38,377.32,12.03,0
24.62,8.23,42.06,94.49,367.23,20.4,0
24.65,4.62,43.88,94.4,368.95,20.97,0
24.46,3.02,43.56,93.97,365.79,21.13,0
26.46,5.09,37.62,93.33,379.77,19.4,0
27.68,4.3,40.25,93.14,394.79,20.47,0
27.27,6.84,46.56,93.07,384.95,19.36,0
18.8,5.23,64.06,93.97,348.23,18.69,0
17.26,4.63,52.31,94.49,355.01,18.02,0
22.36,2.91,68.69,93.76,375.6,15.03,0
25.4,7.07,46.0,92.91,357.28,18.04,0
20.18,4.44,37.12,93.68,301.08,22.03,0
25.17,6.49,44.69,93.25,362.28,20.68,0
29.43,9.95,50.25,93.3,391.85,17.45,0
27.0,8.33,56.62,93.57,402.3,10.8,0
18.89,5.68,81.44,93.71,375.9,4.35,1
12.79,5.88,85.0,94.03,343.53,5.36,1
13.12,4.1,70.31,94.56,315.02,15.51,0
16.19,1.7,60.25,94.91,309.65,19.45,0
17.06,2.49,57.06,94.9,331.61,16.88,0
17.29,2.49,63.19,94.87,364.43,13.54,0
17.98,6.18,71.75,94.31,383.84,8.25,0
20.93,8.09,74.88,93.23,384.31,14.31,1
17.38,3.57,79.19,93.41,369.95,5.56,1
15.1,5.29,69.25,94.61,337.46,15.16,0
14.08,3.68,83.5,95.04,365.31,9.27,0
20.55,2.99,87.94,94.1,396.89,3.96,0
18.33,4.36,85.81,93.26,378.37,3.53,1
15.99,4.98,62.94,93.12,299.53,17.85,0
15.09,6.1,63.25,93.07,305.49,17.59,0
8.22,10.18,63.31,94.44,335.27,3.34,0
7.2,3.79,54.69,94.94,277.44,17.14,0
10.42,5.45,55.62,94.36,269.18,17.96,0
13.98,4.7,71.62,93.69,306.42,16.48,0
13.6,5.78,68.75,94.14,342.49,13.6,0
11.55,6.7,73.5,94.06,337.48,5.05,0
9.63,4.3,52.69,95.25,253.83,16.27,0
13.7,5.05,46.19,94.77,281.86,16.9,0
15.05,3.25,54.81,94.28,281.57,16.94,0
14.68,4.29,56.38,94.08,286.07,15.58,0
15.87,4.26,57.19,94.08,299.14,15.54,0
19.26,10.62,65.25,93.07,336.38,13.59,0
14.54,7.52,52.25,93.46,300.74,11.56,0
11.4,4.23,43.06,94.31,271.4,15.78,0
13.01,9.69,39.94,94.63,276.26,15.05,0
8.54,7.6,45.38,94.93,251.73,15.95,0
14.07,5.12,46.69,93.68,276.71,15.37,0
9.33,10.8,46.06,93.75,295.2,10.99,0
0.08,7.57,39.56,94.68,212.3,15.9,0
3.4,3.65,40.88,94.17,234.48,15.04,0
10.11,6.16,59.56,93.53,302.9,12.5,0
3.89,6.74,49.69,94.59,266.77,12.14,0
-0.45,4.71,69.12,94.15,281.23,3.11,0
6.64,3.08,68.5,92.74,293.28,10.05,0
5.94,5.78,73.5,94.04,272.66,12.89,0
2.23,3.58,79.0,94.48,284.21,6.1,0
4.99,3.38,82.69,93.55,306.36,7.87,0
2.84,5.86,58.44,94.11,291.74,9.99,0
0.91,2.6,60.0,94.55,285.86,6.31,0
0.7,3.66,65.88,95.21,288.36,5.85,0
2.9,4.15,65.56,94.83,247.33,12.98,0
-1.2,4.66,64.69,95.08,238.83,10.08,0
1.28,5.43,65.44,94.62,295.57,4.8,0
5.67,2.98,94.44,94.16,332.59,3.04,0
5.01,3.36,76.88,95.2,274.46,12.25,0
6.01,5.09,89.81,94.69,318.56,4.1,0
8.4,3.09,87.25,93.87,318.73,4.45,0
6.24,5.08,58.0,94.62,258.31,11.83,0
7.06,6.89,67.0,93.85,269.95,11.1,0
8.98,5.16,72.88,92.75,303.09,10.04,0
4.18,7.88,60.69,94.34,251.22,11.74,0
4.4,4.18,50.31,94.36,241.07,10.77,0
7.64,3.97,51.06,93.29,273.06,8.7,0
2.47,6.29,50.81,94.69,252.53,11.11,0
4.2,4.3,55.0,94.71,275.77,10.2,0
12.24,4.05,71.12,93.97,298.38,10.07,0
13.28,6.41,54.06,93.4,291.68,9.63,0
7.42,2.66,61.19,94.62,264.0,10.38,0
9.53,3.09,62.69,94.39,272.22,10.36,0
10.94,4.39,62.94,93.1,289.32,10.3,0
6.83,7.1,51.62,94.4,277.12,9.37,0
4.61,4.39,49.94,94.71,276.23,7.6,0
3.84,3.79,55.31,94.89,243.58,10.51,0
4.34,4.07,60.19,94.16,244.77,10.15,0
4.87,2.82,52.75,94.42,258.74,9.95,0
7.44,4.29,69.94,93.33,295.95,5.53,0
4.09,9.24,51.31,93.47,263.2,5.99,0
0.15,6.62,44.38,94.75,236.47,9.27,0
-0.63,7.4,59.0,95.16,240.98,8.12,0
-4.47,4.41,51.88,95.12,231.35,10.03,0
1.18,6.16,61.69,94.22,258.77,8.61,0
2.07,6.1,54.06,94.65,233.27,10.01,0
5.19,6.41,41.81,94.69,240.49,9.51,0
4.12,7.73,54.0,94.77,265.03,8.1,0
2.63,4.04,65.06,94.6,249.0,9.49,0
5.53,7.54,48.5,93.9,258.27,9.48,0
1.61,5.98,69.38,94.47,291.56,4.42,0
2.09,4.83,58.94,93.98,234.7,9.63,0
3.76,5.23,57.5,93.5,258.38,7.22,0
1.01,4.02,83.19,94.05,257.52,6.53,0
3.26,4.45,67.12,93.95,252.3,9.0,0
3.06,5.28,57.69,94.29,246.45,9.21,0
1.26,4.16,75.0,93.65,265.65,6.87,0
-1.43,7.84,79.44,93.77,290.61,1.76,0
-3.37,4.3,62.88,94.48,245.34,9.5,0
-4.19,3.36,66.69,94.64,276.15,4.68,0
-6.77,5.21,57.69,95.1,239.51,8.99,0
-8.82,4.59,68.94,95.03,258.12,3.26,0
-12.47,3.2,66.25,95.78,241.54,7.02,0
-10.06,6.2,59.94,95.44,264.83,2.35,0
-4.9,3.6,70.12,94.96,271.52,4.36,0
-5.47,6.09,76.62,94.63,255.4,4.87,0
-13.33,4.3,63.38,95.31,250.77,4.85,0
-16.16,3.62,64.12,96.1,222.3,8.68,0
-16.8,2.3,69.19,96.2,225.52,6.73,0
-11.25,4.27,66.31,95.36,216.83,9.26,0
-4.89,3.96,75.81,95.0,231.79,9.69,0
-2.32,3.18,74.19,94.74,231.58,9.57,0
-5.42,3.8,78.38,95.02,246.33,7.39,0
-5.95,4.29,71.62,94.67,252.84,6.39,0
1.13,5.11,74.69,93.88,263.34,9.35,0
2.43,4.1,74.56,94.27,260.48,9.46,0
2.67,3.25,74.38,93.46,268.55,9.66,0
3.35,4.62,81.56,92.49,278.89,6.39,0
-7.3,10.34,53.62,94.46,238.77,7.32,0
-11.85,3.45,63.31,95.27,251.62,3.76,0
-11.18,3.0,71.56,95.62,250.13,4.35,0
-1.54,4.16,82.31,94.84,279.61,3.87,0
-11.81,8.35,52.88,95.84,195.87,9.54,0
-14.85,3.88,61.88,96.13,180.82,10.15,0
-8.56,4.12,68.38,95.27,209.81,10.46,0
-0.22,4.31,71.75,94.16,246.9,8.32,0
3.8,2.99,63.38,93.24,263.9,9.14,0
1.58,4.19,87.44,93.36,254.5,10.69,0
0.34,7.03,90.06,93.04,292.3,2.41,0
-0.96,11.89,77.5,93.45,263.4,2.3,0
-1.45,4.89,71.38,94.72,233.11,9.16,0
0.82,4.5,64.31,94.76,227.9,11.86,0
3.72,4.6,58.12,93.87,248.73,11.44,0
2.3,6.41,64.31,93.75,246.75,10.46,0
1.62,3.7,52.0,94.93,232.22,12.28,0
-2.66,4.14,67.88,95.4,236.54,10.94,0
-3.12,3.18,62.44,95.58,251.63,9.44,0
3.48,4.94,62.5,93.84,270.45,9.92,0
2.08,4.36,67.12,93.84,277.83,8.97,0
-2.76,4.46,58.31,95.13,274.66,7.48,0
-0.37,5.73,58.06,94.79,259.89,12.15,0
3.49,5.77,63.94,93.55,270.27,11.63,0
-9.49,7.05,54.88,94.91,251.8,5.61,0
-6.47,7.34,60.12,94.21,250.92,6.36,0
-10.63,2.66,77.5,94.9,250.23,3.17,0
-6.19,4.03,68.75,95.15,269.6,6.4,0
0.23,3.52,78.44,94.37,284.64,6.71,0
-8.78,7.88,72.75,94.73,266.36,8.57,0
-11.68,3.91,74.0,94.62,240.34,6.01,0
-6.95,3.77,67.88,94.5,217.63,15.97,0
-5.71,6.35,69.25,95.29,252.91,5.25,0
0.36,3.59,63.19,94.69,239.48,15.2,0
4.05,2.76,69.38,93.77,283.3,6.61,0
2.91,5.4,70.62,93.77,282.47,10.99,0
-2.83,4.77,52.94,94.89,233.39,15.59,0
2.25,5.66,53.12,94.15,237.61,15.77,0
5.06,7.91,54.75,92.88,265.22,13.62,0
-5.06,6.96,58.75,93.57,278.32,5.83,0
-8.44,7.44,52.56,94.63,222.59,15.49,0
-7.02,3.03,54.5,95.54,234.04,15.53,0
-4.1,2.73,82.12,94.78,273.55,3.46,0
-3.15,3.43,77.88,94.66,257.98,13.38,0
-2.0,4.1,66.06,93.68,256.78,10.65,0
0.08,4.38,49.94,94.0,221.39,17.46,0
3.15,5.55,46.56,94.09,233.47,17.88,0
3.28,3.41,61.12,93.55,237.23,17.82,0
2.65,6.45,68.5,93.65,235.91,16.53,0
2.52,3.56,45.56,94.72,230.61,18.47,0
6.74,7.12,47.25,94.21,254.78,18.48,0
9.79,5.88,64.19,93.64,264.73,18.81,0
12.77,8.11,63.69,92.93,307.26,16.56,0
4.46,12.59,42.38,93.59,256.67,17.82,0
0.71,11.72,49.75,94.36,252.7,11.15,0
0.37,5.23,50.75,94.81,222.52,18.78,0
1.02,3.23,52.44,94.21,239.08,19.2,0
5.44,4.24,52.62,93.44,257.15,19.78,0
7.98,6.4,51.62,93.73,289.57,12.86,0
1.29,5.87,64.38,95.02,262.69,13.86,0
2.23,2.69,51.75,95.18,239.15,19.9,0
2.73,2.6,52.06,95.2,231.1,20.39,0
8.03,4.4,48.5,94.05,262.96,20.83,0
13.5,6.87,50.31,92.72,296.64,18.27,0
7.49,7.59,77.94,92.72,324.79,4.67,0
3.8,4.14,66.62,93.99,279.9,16.35,0
4.99,6.59,75.56,93.52,313.25,6.01,0
1.44,7.71,85.56,93.77,299.49,4.49,1
2.42,4.29,69.44,94.2,270.68,17.32,0
7.17,4.63,57.38,94.38,266.09,19.97,0
11.4,3.6,59.94,94.24,290.41,21.86,0
12.39,5.95,79.94,93.3,327.03,17.7,0
7.7,6.51,70.12,93.98,325.05,10.45,0
3.62,5.7,77.38,93.88,317.74,4.37,0
4.41,3.85,84.12,93.79,319.9,7.31,0
6.64,3.78,60.75,94.4,261.87,21.56,0
8.15,4.9,59.31,93.76,285.65,18.11,0
3.13,4.16,56.56,94.44,275.73,16.51,0
7.63,4.93,52.75,94.39,269.9,22.17,0
3.11,7.71,52.06,94.61,285.03,15.75,0
-2.54,3.39,70.69,94.64,274.75,9.51,0
3.63,6.38,65.44,92.93,284.2,16.75,0
0.62,9.28,55.94,94.09,242.41,24.15,0
4.24,4.68,45.88,94.38,251.48,23.65,0
9.01,3.98,47.44,93.96,278.27,23.68,0
-2.38,7.65,59.69,94.72,272.32,7.85,0
-1.56,3.22,38.44,94.48,242.75,24.52,0
6.63,6.77,49.19,93.29,286.45,18.0,0
4.73,4.73,57.94,94.67,286.3,17.42,0
10.92,3.43,51.69,94.4,292.06,24.88,0
15.41,3.32,43.56,93.17,318.52,14.78,0
15.29,5.23,61.88,92.43,325.51,15.95,0
5.58,9.17,76.69,92.37,322.16,5.87,0
-2.39,14.04,66.5,93.97,272.11,9.38,0
-1.09,7.17,59.81,94.59,229.38,24.26,0
3.79,3.85,57.75,94.29,250.55,24.99,0
9.26,7.38,56.44,93.06,289.97,25.19,0
6.93,8.71,61.0,94.38,292.73,22.71,0
7.72,4.24,53.75,95.23,262.37,25.8,0
9.28,6.59,56.56,94.81,313.6,7.25,0
6.58,3.63,83.62,94.74,325.32,6.75,0
10.98,3.12,63.88,94.64,306.43,23.73,0
14.11,2.94,54.06,94.46,297.1,26.18,0
7.92,6.73,73.56,94.84,328.29,5.31,1
9.19,4.84,57.94,94.67,291.48,26.75,0
10.36,5.3,51.12,94.26,278.92,23.76,0
14.77,4.81,43.12,94.2,280.79,28.66,0
13.49,5.13,45.88,94.36,279.98,28.46,0
19.09,11.43,47.62,93.59,332.52,24.66,0
23.26,12.39,46.06,92.98,350.62,22.37,0
19.09,4.74,62.81,93.13,350.05,18.63,0
13.44,4.83,75.31,93.67,353.71,7.98,0
14.48,5.19,72.06,93.59,357.26,8.33,0
17.6,3.77,50.31,94.51,308.93,26.68,0
20.86,3.67,38.75,94.25,325.37,26.59,0
18.92,3.9,56.44,94.59,340.45,21.1,0
22.08,6.09,47.12,94.26,340.88,26.86,0
21.05,4.65,53.38,93.6,344.02,22.97,0
22.19,3.61,46.44,93.85,341.24,25.79,0
23.46,5.89,51.88,93.5,356.87,27.88,0
20.9,6.11,67.56,93.09,379.32,10.78,0
14.84,5.5,72.69,93.84,362.98,8.72,0
18.15,3.32,68.69,93.9,381.58,9.62,0
18.58,3.2,72.44,93.92,375.52,18.46,0
20.53,3.09,61.38,94.15,344.22,26.88,0
22.11,3.31,57.62,94.04,347.66,27.99,0
23.26,6.11,53.75,93.78,350.61,28.54,0
21.17,6.17,68.44,93.55,380.28,11.55,1
13.72,4.52,83.5,93.93,362.48,8.0,0
14.58,3.91,72.44,94.43,350.63,10.72,0
18.48,3.83,67.69,94.14,348.4,26.55,0
23.27,6.23,61.62,93.85,370.52,23.94,0
24.99,7.27,60.06,93.97,379.25,22.06,0
23.83,5.24,69.0,93.93,376.2,27.01,0
25.59,3.29,56.56,93.69,365.6,29.68,0
27.27,4.58,48.12,93.51,362.72,30.26,0
26.31,6.9,48.19,93.59,381.06,25.58,0
22.7,5.43,75.62,93.75,395.17,7.23,1
19.58,3.59,84.56,93.5,389.78,8.12,0
22.55,4.46,62.12,93.35,345.23,30.61,0
24.01,3.08,63.19,93.44,361.61,30.45,0
26.48,6.58,71.88,93.28,395.75,27.05,0
21.01,6.88,51.5,94.31,323.16,32.08,0
21.57,2.48,43.94,94.62,332.21,30.84,0
22.64,6.62,51.69,93.99,369.34,25.07,0
25.49,4.48,57.81,93.58,363.59,30.78,0
24.55,5.02,70.12,93.68,398.01,18.3,0
23.17,3.52,82.94,93.92,380.42,24.03,1
25.39,4.68,71.12,93.95,376.52,29.48,0
27.42,4.84,58.94,93.58,395.18,29.38,0
29.14,7.08,48.56,92.94,396.65,27.01,0
25.06,6.93,54.5,93.37,346.05,30.58,0
24.31,2.86,55.56,93.98,364.09,29.31,0
23.93,6.6,64.69,94.07,383.98,21.49,0
30.04,7.7,49.25,93.32,399.02,29.77,0
31.94,9.36,37.19,93.07,415.3,28.24,0
30.62,9.5,42.0,93.21,413.33,24.8,0
28.48,7.56,56.12,93.55,414.4,20.87,0
28.77,3.52,55.88,93.76,415.7,23.64,0
25.74,4.62,74.81,93.76,397.26,19.05,1
21.08,6.44,74.19,93.84,365.89,24.92,1
20.4,7.3,63.62,93.94,345.45,27.14,0
18.64,1.8,76.0,93.81,361.44,25.36,0
23.11,3.55,66.81,93.44,365.79,30.08,0
22.95,3.66,76.5,93.64,386.03,17.31,1
19.32,4.71,75.81,93.77,383.41,16.97,0
23.7,2.37,68.38,93.75,366.68,30.39,0
27.12,3.07,71.06,93.55,391.43,28.9,0
28.94,5.37,58.81,93.31,399.94,28.85,0
30.18,8.45,54.25,93.18,414.38,25.34,0
26.4,5.34,70.31,93.52,408.66,19.22,1
21.29,3.34,63.75,94.06,342.22,31.44,0
25.32,6.14,64.88,93.98,389.68,25.64,0
28.02,5.91,65.94,93.81,399.88,26.8,0
28.61,5.74,58.88,94.34,400.83,28.68,0
24.7,3.16,79.56,95.29,397.52,21.62,1
24.99,3.08,75.75,95.2,392.38,24.73,0
26.73,5.09,66.44,94.69,381.11,29.26,0
27.09,5.15,57.81,94.51,372.59,30.42,0
